날짜,감성점수
2022-10-13,0.07171208791208791
2022-10-14,0.07183125
2022-10-15,0.41590000000000005
2022-10-16,0.17002982456140353
2022-10-17,0.10540374999999999
2022-10-18,0.06839166666666667
2022-10-19,0.07101060606060607
2022-10-20,0.2713128205128205
2022-10-21,0.1676159090909091
2022-10-22,0.12191666666666667
2022-10-23,0.2644529411764706
2022-10-24,0.09703999999999999
2022-10-25,-0.018117391304347828
2022-10-26,-0.0379171875
2022-10-27,0.17286198547215495
2022-10-28,0.13335714285714287
2022-10-29,0.046169230769230775
2022-10-30,0.12875625000000002
2022-10-31,0.016079999999999997
2022-11-01,0.13782307692307694
2022-11-02,0.0694435294117647
2022-11-03,0.131358
2022-11-04,0.21098000000000003
2022-11-05,0.13621818181818182
2022-11-06,0.1742258064516129
2022-11-07,0.13197692307692308
2022-11-08,0.06952560975609756
2022-11-09,0.08845
2022-11-10,0.119896875
2022-11-11,0.12931639344262294
2022-11-12,0.09030909090909091
2022-11-13,-0.29756
2022-11-14,0.021353333333333332
2022-11-15,0.1406095238095238
2022-11-16,0.05295483870967742
2022-11-17,0.09365888888888889
2022-11-18,-0.10110789473684212
2022-11-19,-0.08985000000000003
2022-11-20,0.032646153846153846
2022-11-21,0.22245714285714285
2022-11-22,0.13946521739130435
2022-11-23,0.30151666666666666
2022-11-24,0.009201851851851852
2022-11-25,-0.017125714285714286
2022-11-26,0.0
2022-11-27,-0.0198625
2022-11-28,0.23297169811320756
2022-11-29,0.12839848484848485
2022-11-30,0.04042678571428571
